yourlist:M202109254ABAA9BC7178C81CEBC9459510EDDEA3208C12P,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
hsa:5209,Q16875,F263_HUMAN,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 (6PF-2-K/Fru-2,6-P2ase 3) (PFK/FBPase 3) (6PF-2-K/Fru-2,6-P2ase brain/placenta-type isozyme) (Renal carcinoma antigen NY-REN-56) (iPFK-2) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",PFKFB3,Homo sapiens (Human),520
hsa:521,P56385,ATP5I_HUMAN,reviewed,"ATP synthase subunit e, mitochondrial (ATPase subunit e) (ATP synthase membrane subunit e) [Cleaved into: ATP synthase subunit e, mitochondrial, N-terminally processed]",ATP5ME ATP5I ATP5K,Homo sapiens (Human),69
hsa:5211,P17858,PFKAL_HUMAN,reviewed,"ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)",PFKL,Homo sapiens (Human),780
hsa:5211,Q7L2M7,Q7L2M7_HUMAN,unreviewed,PFKL protein (Fragment),PFKL,Homo sapiens (Human),568
hsa:5213,P08237,PFKAM_HUMAN,reviewed,"ATP-dependent 6-phosphofructokinase, muscle type (ATP-PFK) (PFK-M) (EC 2.7.1.11) (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A) (PFK-A) (Phosphohexokinase)",PFKM PFKX,Homo sapiens (Human),780
hsa:5213,A0A024R0Y5,A0A024R0Y5_HUMAN,unreviewed,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),PFKM hCG_27714,Homo sapiens (Human),780
hsa:5214,Q01813,PFKAP_HUMAN,reviewed,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)",PFKP PFKF,Homo sapiens (Human),784
hsa:522,P18859,ATP5J_HUMAN,reviewed,"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6) (ATP synthase peripheral stalk subunit F6)",ATP5PF ATP5A ATP5J ATPM,Homo sapiens (Human),108
hsa:522,Q6IB54,Q6IB54_HUMAN,unreviewed,"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)",ATP5J hCG_2007844,Homo sapiens (Human),108
hsa:522,Q6NZ59,Q6NZ59_HUMAN,unreviewed,"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)",ATP5J,Homo sapiens (Human),108
hsa:5223,P18669,PGAM1_HUMAN,reviewed,Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B),PGAM1 PGAMA CDABP0006,Homo sapiens (Human),254
hsa:5223,Q6FHU2,Q6FHU2_HUMAN,unreviewed,Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4) (Fragment),PGAM1 HEL-S-35 hCG_2015269 hCG_25778,Homo sapiens (Human),254
hsa:5224,P15259,PGAM2_HUMAN,reviewed,Phosphoglycerate mutase 2 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 2) (Muscle-specific phosphoglycerate mutase) (Phosphoglycerate mutase isozyme M) (PGAM-M),PGAM2 PGAMM,Homo sapiens (Human),253
hsa:5226,P52209,6PGD_HUMAN,reviewed,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",PGD PGDH,Homo sapiens (Human),483
hsa:523,P38606,VATA_HUMAN,reviewed,V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha),ATP6V1A ATP6A1 ATP6V1A1 VPP2,Homo sapiens (Human),617
hsa:5230,P00558,PGK1_HUMAN,reviewed,Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2),PGK1 PGKA MIG10 OK/SW-cl.110,Homo sapiens (Human),417
hsa:5230,V9HWF4,V9HWF4_HUMAN,unreviewed,Phosphoglycerate kinase (EC 2.7.2.3),HEL-S-68p,Homo sapiens (Human),417
hsa:5232,P07205,PGK2_HUMAN,reviewed,"Phosphoglycerate kinase 2 (EC 2.7.2.3) (Phosphoglycerate kinase, testis specific)",PGK2 PGKB,Homo sapiens (Human),417
hsa:5232,A0A140VJR3,A0A140VJR3_HUMAN,unreviewed,Phosphoglycerate kinase (EC 2.7.2.3),,Homo sapiens (Human),417
hsa:5236,P36871,PGM1_HUMAN,reviewed,Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1),PGM1,Homo sapiens (Human),562
hsa:5238,O95394,AGM1_HUMAN,reviewed,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3),PGM3 AGM1,Homo sapiens (Human),542
hsa:525,P15313,VATB1_HUMAN,reviewed,"V-type proton ATPase subunit B, kidney isoform (V-ATPase subunit B 1) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 1)",ATP6V1B1 ATP6B1 VATB VPP3,Homo sapiens (Human),513
hsa:526,P21281,VATB2_HUMAN,reviewed,"V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)",ATP6V1B2 ATP6B2 VPP3,Homo sapiens (Human),511
hsa:526,A0A140VK65,A0A140VK65_HUMAN,unreviewed,Vacuolar proton pump subunit B (V-ATPase subunit B) (Vacuolar proton pump subunit B),,Homo sapiens (Human),511
hsa:527,P27449,VATL_HUMAN,reviewed,V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit),ATP6V0C ATP6C ATP6L ATPL,Homo sapiens (Human),155
hsa:5277,P37287,PIGA_HUMAN,reviewed,Phosphatidylinositol N-acetylglucosaminyltransferase subunit A (EC 2.4.1.198) (GlcNAc-PI synthesis protein) (Phosphatidylinositol-glycan biosynthesis class A protein) (PIG-A),PIGA,Homo sapiens (Human),484
hsa:5277,A0A2K4ZA02,A0A2K4ZA02_HUMAN,unreviewed,GlcNAc-PI synthesis protein (EC 2.4.1.198),PIGA hCG_1783055,Homo sapiens (Human),484
hsa:5279,Q92535,PIGC_HUMAN,reviewed,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C (Phosphatidylinositol-glycan biosynthesis class C protein) (PIG-C),PIGC GPI2,Homo sapiens (Human),297
hsa:528,P21283,VATC1_HUMAN,reviewed,V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1),ATP6V1C1 ATP6C ATP6D VATC,Homo sapiens (Human),382
hsa:528,A0A024R9I0,A0A024R9I0_HUMAN,unreviewed,V-type proton ATPase subunit C,ATP6V1C1 hCG_14602,Homo sapiens (Human),382
hsa:5281,Q07326,PIGF_HUMAN,reviewed,Phosphatidylinositol-glycan biosynthesis class F protein (PIG-F) (GPI11 homolog),PIGF,Homo sapiens (Human),219
hsa:5281,Q6IB04,Q6IB04_HUMAN,unreviewed,"PIGF protein (Phosphatidylinositol glycan, class F, isoform CRA_c)",PIGF hCG_1987697,Homo sapiens (Human),219
hsa:5283,Q14442,PIGH_HUMAN,reviewed,Phosphatidylinositol N-acetylglucosaminyltransferase subunit H (Phosphatidylinositol-glycan biosynthesis class H protein) (PIG-H),PIGH,Homo sapiens (Human),188
hsa:5286,O00443,P3C2A_HUMAN,reviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-alpha),PIK3C2A,Homo sapiens (Human),1686
hsa:5286,L7RRS0,L7RRS0_HUMAN,unreviewed,Phosphatidylinositol-4-phosphate 3-kinase (EC 2.7.1.154),PIK3C2A,Homo sapiens (Human),1686
hsa:5287,O00750,P3C2B_HUMAN,reviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta (PI3K-C2-beta) (PtdIns-3-kinase C2 subunit beta) (EC 2.7.1.137) (EC 2.7.1.154) (C2-PI3K) (Phosphoinositide 3-kinase-C2-beta),PIK3C2B,Homo sapiens (Human),1634
hsa:5287,A2RUF7,A2RUF7_HUMAN,unreviewed,Phosphatidylinositol-4-phosphate 3-kinase (EC 2.7.1.154),PIK3C2B hCG_16410,Homo sapiens (Human),1634
hsa:5287,Q4LE65,Q4LE65_HUMAN,unreviewed,Phosphatidylinositol-4-phosphate 3-kinase (EC 2.7.1.154) (Fragment),PIK3C2B variant protein,Homo sapiens (Human),1645
hsa:5288,O75747,P3C2G_HUMAN,reviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma (PI3K-C2-gamma) (PtdIns-3-kinase C2 subunit gamma) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-gamma),PIK3C2G,Homo sapiens (Human),1445
hsa:5288,B7ZLY6,B7ZLY6_HUMAN,unreviewed,Phosphatidylinositol-4-phosphate 3-kinase (EC 2.7.1.154),PIK3C2G,Homo sapiens (Human),1485
hsa:5289,Q8NEB9,PK3C3_HUMAN,reviewed,Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphatidylinositol 3-kinase p100 subunit) (Phosphoinositide-3-kinase class 3) (hVps34),PIK3C3 VPS34,Homo sapiens (Human),887
hsa:529,P36543,VATE1_HUMAN,reviewed,V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1),ATP6V1E1 ATP6E ATP6E2,Homo sapiens (Human),226
hsa:529,Q53Y06,Q53Y06_HUMAN,unreviewed,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E isoform 1 (ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1, isoform CRA_b) (cDNA, FLJ92725, Homo sapiens ATPase, H+ transporting, lysosomal 31kDa, V1 subunit Eisoform 1 (ATP6V1E1), mRNA)",ATP6V1E1 hCG_21530,Homo sapiens (Human),226
hsa:5290,P42336,PK3CA_HUMAN,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide 3-kinase alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)",PIK3CA,Homo sapiens (Human),1068
hsa:5290,Q4LE51,Q4LE51_HUMAN,unreviewed,"Phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153) (Fragment)",PIK3CA variant protein,Homo sapiens (Human),1069
hsa:5291,P42338,PK3CB_HUMAN,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta)",PIK3CB PIK3C1,Homo sapiens (Human),1070
hsa:5293,O00329,PK3CD_HUMAN,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)",PIK3CD,Homo sapiens (Human),1044
hsa:5293,A0A2K8FKV1,A0A2K8FKV1_HUMAN,unreviewed,"Phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153)",PIK3CD,Homo sapiens (Human),1044
hsa:5294,P48736,PK3CG_HUMAN,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)",PIK3CG,Homo sapiens (Human),1102
hsa:5294,A0A024R720,A0A024R720_HUMAN,unreviewed,"Phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153)",PIK3CG hCG_16933,Homo sapiens (Human),1102
hsa:5294,A8K9G9,A8K9G9_HUMAN,unreviewed,"Phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153)",,Homo sapiens (Human),1102
hsa:5297,P42356,PI4KA_HUMAN,reviewed,Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67) (Phosphatidylinositol 4-Kinase III alpha),PI4KA PIK4 PIK4CA,Homo sapiens (Human),2102
hsa:5297,B4DYG5,B4DYG5_HUMAN,unreviewed,"cDNA FLJ60960, highly similar to Phosphatidylinositol 4-kinase alpha",,Homo sapiens (Human),2102
hsa:5297,Q4LE69,Q4LE69_HUMAN,unreviewed,PIK4CA variant protein (Fragment),PIK4CA variant protein,Homo sapiens (Human),2121
hsa:5298,Q9UBF8,PI4KB_HUMAN,reviewed,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII),PI4KB PIK4CB,Homo sapiens (Human),816
hsa:53,P11117,PPAL_HUMAN,reviewed,Lysosomal acid phosphatase (LAP) (EC 3.1.3.2),ACP2,Homo sapiens (Human),423
hsa:5305,P48426,PI42A_HUMAN,reviewed,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (PIP5KIII) (Phosphatidylinositol 5-Phosphate 4-Kinase) (PI5P4Kalpha) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PI(5)P 4-kinase type II alpha) (PIP4KII-alpha) (PtdIns(4)P-5-kinase B isoform) (PtdIns(4)P-5-kinase C isoform) (PtdIns(5)P-4-kinase isoform 2-alpha),PIP4K2A PI5P4KA PIP5K2 PIP5K2A,Homo sapiens (Human),406
hsa:5319,P04054,PA21B_HUMAN,reviewed,Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B),PLA2G1B PLA2 PLA2A PPLA2,Homo sapiens (Human),148
hsa:5320,P14555,PA2GA_HUMAN,reviewed,"Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)",PLA2G2A PLA2B PLA2L RASF-A,Homo sapiens (Human),144
hsa:5320,A0A024RA96,A0A024RA96_HUMAN,unreviewed,Phospholipase A2 (EC 3.1.1.4),PLA2G2A hCG_1738998,Homo sapiens (Human),144
hsa:5321,P47712,PA24A_HUMAN,reviewed,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)],PLA2G4A CPLA2 PLA2G4,Homo sapiens (Human),749
hsa:5322,P39877,PA2G5_HUMAN,reviewed,Phospholipase A2 group V (EC 3.1.1.4) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5),PLA2G5,Homo sapiens (Human),138
hsa:533,Q99437,VATO_HUMAN,reviewed,V-type proton ATPase 21 kDa proteolipid subunit (V-ATPase 21 kDa proteolipid subunit) (Vacuolar proton pump 21 kDa proteolipid subunit) (hATPL),ATP6V0B ATP6F,Homo sapiens (Human),205
hsa:5330,Q00722,PLCB2_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)",PLCB2,Homo sapiens (Human),1185
hsa:5330,Q59F77,Q59F77_HUMAN,unreviewed,Phosphoinositide phospholipase C (EC 3.1.4.11) (Fragment),,Homo sapiens (Human),901
hsa:5331,Q01970,PLCB3_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-3) (Phospholipase C-beta-3) (PLC-beta-3)",PLCB3,Homo sapiens (Human),1234
hsa:5332,Q15147,PLCB4_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)",PLCB4,Homo sapiens (Human),1175
hsa:5333,P51178,PLCD1_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-III) (PLC-III) (Phospholipase C-delta-1) (PLC-delta-1)",PLCD1,Homo sapiens (Human),756
hsa:5333,A0A384MR47,A0A384MR47_HUMAN,unreviewed,Phosphoinositide phospholipase C (EC 3.1.4.11),,Homo sapiens (Human),756
hsa:5333,A8K8F9,A8K8F9_HUMAN,unreviewed,Phosphoinositide phospholipase C (EC 3.1.4.11),,Homo sapiens (Human),756
hsa:53343,Q9BW91,NUDT9_HUMAN,reviewed,"ADP-ribose pyrophosphatase, mitochondrial (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9)",NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771,Homo sapiens (Human),350
hsa:53343,Q96KB3,Q96KB3_HUMAN,unreviewed,"cDNA FLJ14389 fis, clone HEMBA1002876",,Homo sapiens (Human),350
hsa:5335,P19174,PLCG1_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)",PLCG1 PLC1,Homo sapiens (Human),1290
hsa:5335,Q4LE43,Q4LE43_HUMAN,unreviewed,Phosphoinositide phospholipase C (EC 3.1.4.11) (Fragment),PLCG1 variant protein,Homo sapiens (Human),1412
hsa:5336,P16885,PLCG2_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-2) (Phospholipase C-IV) (PLC-IV) (Phospholipase C-gamma-2) (PLC-gamma-2)",PLCG2,Homo sapiens (Human),1265
hsa:5337,Q13393,PLD1_HUMAN,reviewed,Phospholipase D1 (PLD 1) (hPLD1) (EC 3.1.4.4) (Choline phosphatase 1) (Phosphatidylcholine-hydrolyzing phospholipase D1),PLD1,Homo sapiens (Human),1074
hsa:5337,Q59EA4,Q59EA4_HUMAN,unreviewed,Phospholipase D (EC 3.1.4.4) (Fragment),,Homo sapiens (Human),1059
hsa:5338,O14939,PLD2_HUMAN,reviewed,Phospholipase D2 (PLD 2) (hPLD2) (EC 3.1.4.4) (Choline phosphatase 2) (PLD1C) (Phosphatidylcholine-hydrolyzing phospholipase D2),PLD2,Homo sapiens (Human),933
hsa:534,O95670,VATG2_HUMAN,reviewed,V-type proton ATPase subunit G 2 (V-ATPase subunit G 2) (V-ATPase 13 kDa subunit 2) (Vacuolar proton pump subunit G 2),ATP6V1G2 ATP6G ATP6G2 NG38,Homo sapiens (Human),118
hsa:534,Q6NVJ2,Q6NVJ2_HUMAN,unreviewed,V-type proton ATPase subunit G (Fragment),ATP6V1G2 NG38 Vma10,Homo sapiens (Human),109
hsa:535,Q93050,VPP1_HUMAN,reviewed,V-type proton ATPase 116 kDa subunit a1 (V-ATPase 116 kDa subunit a1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1),ATP6V0A1 ATP6N1 ATP6N1A VPP1,Homo sapiens (Human),837
hsa:535,Q53X12,Q53X12_HUMAN,unreviewed,V-type proton ATPase subunit a,,Homo sapiens (Human),831
hsa:5351,Q02809,PLOD1_HUMAN,reviewed,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",PLOD1 LLH PLOD,Homo sapiens (Human),727
hsa:5352,O00469,PLOD2_HUMAN,reviewed,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)",PLOD2,Homo sapiens (Human),737
hsa:537,Q15904,VAS1_HUMAN,reviewed,V-type proton ATPase subunit S1 (V-ATPase subunit S1) (Protein XAP-3) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1),ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3,Homo sapiens (Human),470
hsa:537,A0A384MQW4,A0A384MQW4_HUMAN,unreviewed,Epididymis secretory sperm binding protein,,Homo sapiens (Human),470
hsa:539,P48047,ATPO_HUMAN,reviewed,"ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP)",ATP5PO ATP5O ATPO,Homo sapiens (Human),213
hsa:53947,Q9NPC4,A4GAT_HUMAN,reviewed,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (CD77 synthase) (Globotriaosylceramide synthase) (Gb3 synthase) (P1/Pk synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",A4GALT A14GALT A4GALT1,Homo sapiens (Human),353
hsa:53947,A0A0S2Z5J1,A0A0S2Z5J1_HUMAN,unreviewed,"Alpha-1,4-N-acetylglucosaminyltransferase (Fragment)",A4GALT,Homo sapiens (Human),353
hsa:54,P13686,PPA5_HUMAN,reviewed,Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase),ACP5,Homo sapiens (Human),325
hsa:54,A0A024R7F8,A0A024R7F8_HUMAN,unreviewed,Tartrate-resistant acid phosphatase type 5 (EC 3.1.3.2),ACP5 hCG_29961,Homo sapiens (Human),325
hsa:5407,P54315,LIPR1_HUMAN,reviewed,Inactive pancreatic lipase-related protein 1 (PL-RP1),PNLIPRP1 PLRP1,Homo sapiens (Human),467
hsa:5408,P54317,LIPR2_HUMAN,reviewed,Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Triacylglycerol lipase) (EC 3.1.1.3),PNLIPRP2 PLRP2,Homo sapiens (Human),469
hsa:5409,P11086,PNMT_HUMAN,reviewed,Phenylethanolamine N-methyltransferase (PNMTase) (EC 2.1.1.28) (Noradrenaline N-methyltransferase),PNMT PENT,Homo sapiens (Human),282
hsa:54187,Q9NR45,SIAS_HUMAN,reviewed,Sialic acid synthase (N-acetylneuraminate synthase) (EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase),NANS SAS,Homo sapiens (Human),359
hsa:54205,P99999,CYC_HUMAN,reviewed,Cytochrome c,CYCS CYC,Homo sapiens (Human),105
hsa:54205,G4XXL9,G4XXL9_HUMAN,unreviewed,Cytochrome c,CYCS hCG_2009955,Homo sapiens (Human),105
hsa:54344,Q9P2X0,DPM3_HUMAN,reviewed,Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1),DPM3,Homo sapiens (Human),92
hsa:54344,Q86TM7,Q86TM7_HUMAN,unreviewed,Dolichol-phosphate mannosyltransferase subunit 3 (Fragment),DPM3,Homo sapiens (Human),94
hsa:54363,Q9UJM8,HAOX1_HUMAN,reviewed,Hydroxyacid oxidase 1 (HAOX1) (EC 1.1.3.15) (Glycolate oxidase) (GOX),HAO1 GOX1 HAOX1,Homo sapiens (Human),370
hsa:54363,A8K058,A8K058_HUMAN,unreviewed,"Hydroxyacid oxidase (Glycolate oxidase) 1, isoform CRA_a (cDNA FLJ78493, highly similar to Homo sapiens hydroxyacid oxidase (glycolate oxidase) 1 (HAO1), mRNA) (cDNA, FLJ94465, Homo sapiens hydroxyacid oxidase (glycolate oxidase) 1 (HAO1),mRNA)",HAO1 hCG_39600,Homo sapiens (Human),370
hsa:54480,Q9P2E5,CHPF2_HUMAN,reviewed,Chondroitin sulfate glucuronyltransferase (EC 2.4.1.226) (CSGlcA-T) (Chondroitin glucuronyltransferase) (Chondroitin polymerizing factor 2) (ChPF-2) (Chondroitin synthase 3) (ChSy-3) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase),CHPF2 CHSY3 CSGLCAT KIAA1402 UNQ299/PRO339,Homo sapiens (Human),772
hsa:54498,Q9NWM0,SMOX_HUMAN,reviewed,Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1),SMOX C20orf16 SMO UNQ3039/PRO9854,Homo sapiens (Human),555
hsa:54511,Q8TB92,HMGC2_HUMAN,reviewed,"3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxy-3-methylglutaryl-CoA lyase-like protein 1) (HMGCL-like 1) (Endoplasmic reticulum 3-hydroxy-3-methylglutaryl-CoA lyase) (er-cHL)",HMGCLL1,Homo sapiens (Human),370
hsa:54511,O95896,O95896_HUMAN,unreviewed,Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4) (Fragment),,Homo sapiens (Human),191
hsa:54539,Q9NX14,NDUBB_HUMAN,reviewed,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Complex I-ESSS) (CI-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit) (Neuronal protein 17.3) (Np17.3) (p17.3)",NDUFB11 UNQ111/PRO1064,Homo sapiens (Human),153
